V1,voi_th1,voi_th2,voi_th3,voi_th4,voi_r1,voi_r2,voi_r3,voi_r4
2000,1.383275683549956e-4,4.5953034992597674e-4,8.201861976601665e-4,0.001019938763074546,Inf,9.559919700486791,0.6564871701334031,0.477478689553528
32000,5.521277484717146e-6,1.295740100267645e-5,3.419421234079206e-5,5.559255204634281e-5,25.29548004223808,4.2482862378416595,0.6545070884307128,0.4570883450910239
32000,6.539366224245224e-6,1.536882767126657e-5,3.627391483250475e-5,5.8120636856187624e-5,26.272341987603365,4.261562832712367,0.6440927501269966,0.4620324840713502
32000,5.286392117630212e-6,1.3060949260408627e-5,3.337805251831666e-5,5.5117886691869594e-5,24.28563882759562,4.176089128740001,0.6514556260652491,0.4597359897137549
32000,5.908604610534163e-6,1.3526605536516578e-5,3.47998878327746e-5,5.5318141511336016e-5,24.532743740207298,4.196945694816745,0.6546189639118055,0.45787984616421645
32000,5.96293339980708e-6,1.40496375285043e-5,3.411197414442818e-5,5.5651725688200815e-5,26.840842890229617,4.327337058559438,0.648920855672535,0.45851945138261285
32000,5.847720299337333e-6,1.3294173496561368e-5,3.4465970010291724e-5,5.4772365882981705e-5,26.064885282659922,4.298629714898157,0.6526227341978278,0.45720847456774444
32000,6.646754522859899e-6,1.561230554045223e-5,3.6800362206088066e-5,6.200330936921572e-5,26.967363853719583,4.322429970428041,0.6497055800101809,0.4583376017715585
32000,6.356178674282731e-6,1.5484939741183812e-5,3.4322016632892804e-5,5.66232170935016e-5,26.465365490643634,4.302680949680163,0.6457830895116847,0.4605451718655489
32000,5.775346151148941e-6,1.4561229127255104e-5,3.742114643526251e-5,5.826201421363364e-5,24.95590196465677,4.205337730802154,0.6490680906961397,0.46053094335353306
32000,5.515857048325745e-6,1.3518704334414267e-5,3.426270435059886e-5,5.490923244358403e-5,26.8916576442835,4.318500583912006,0.648258488121017,0.45890823442387985
4000,5.7121210838603775e-5,1.2530850812585842e-4,2.618856069240699e-4,4.4964445471071257e-4,30.57758283742977,4.620703014284924,0.6695317287922693,0.45951969577352386
4000,5.645291154111193e-5,1.5036565294789667e-4,3.3843350078784085e-4,5.345436042153741e-4,63.03087568372951,5.721673290138574,0.6150150912250946,0.48236328565217645
4000,7.661280784934665e-5,1.4856705997830233e-4,2.506965613004314e-4,4.085733414030332e-4,23.762107356088414,4.264449984326311,0.6974504029142681,0.44981625322716146
4000,4.76347149831885e-5,1.3124399498740807e-4,2.5482371919381686e-4,4.1492994402821115e-4,31.614101902514196,4.987059008369216,0.7153300808498622,0.434516522696971
4000,7.5772952332721355e-05,1.5504035910735708e-4,2.8368453386284215e-4,3.8915276111505664e-4,25.94391403141572,4.055123989923777,0.619813080881101,0.49437718601797365
4000,5.531810541706955e-5,1.2798622785230307e-4,2.7587115384931915e-4,3.7156842799529813e-4,27.25002871236371,4.2520028856556635,0.621500256758373,0.48964678716046556
4000,5.135778864627516e-5,1.359212227183132e-4,3.069639181645517e-4,4.4569101715965717e-4,44.672225652187464,5.608095404392926,0.6859484153635016,0.4434965897002335
4000,5.967493821047026e-5,1.3320782168960155e-4,2.644850326708123e-4,3.500878471554489e-4,18.620253376130812,3.5466788826828424,0.5970791331939892,0.5201121809834867
4000,5.2737358082512176e-5,1.3567422945304913e-4,3.0497116294223026e-4,5.08990221675519e-4,52.56679158171598,5.702942085632896,0.6799877374395681,0.4467247424914199
4000,9.08696343550619e-5,1.770387371737292e-4,3.084157884707256e-4,4.2628578501771597e-4,27.569852111914905,4.303717893298877,0.6465317398966722,0.4769570833791084
40830,4.513105439071796e-6,1.1430224746609985e-5,2.9211003077636577e-5,4.700203483103127e-5,25.629029049638074,4.238381849562003,0.6461759447550035,0.46095930161716075
40830,4.4482797215555925e-6,1.0594056998020074e-5,2.65363129452606e-5,4.5669482750851365e-5,25.62327217299288,4.2313586279999775,0.6445875624163525,0.4617679340263855
40830,4.718216884087856e-6,1.0882930678760006e-5,2.583938568010563e-5,4.329169003123093e-5,25.974564500397104,4.275958742975055,0.6500009464913197,0.4583461901914957
40830,4.747150100258002e-6,1.0770908475989105e-5,2.5275799525825704e-5,4.101015822242926e-5,25.539736871122606,4.226315278465898,0.6448910442892465,0.46159502862084395
40830,5.125466555178093e-6,1.1944904930553946e-5,2.787102470876851e-5,4.423527357465956e-5,25.733133015010807,4.253376331446768,0.6481226437957698,0.4597057356322526
40830,3.9062473732934255e-6,9.679353470265495e-6,2.5500868591224468e-5,4.272493857281068e-5,25.807742142928237,4.256158711075188,0.6478312628556073,0.4596632645929361
40830,3.99485415237405e-6,1.01317160883449e-5,2.619298572840989e-5,4.323603433588341e-5,25.53979940260424,4.240112143878255,0.6479791463915426,0.4598886698099245
40830,4.21869461288138e-6,1.0544152739655477e-5,2.6855904737936587e-5,4.4871232764094604e-5,25.734757124568443,4.2547181011578665,0.6483803499044429,0.45950981760834
40830,4.5973672212692995e-6,1.1100515619685836e-5,2.6992396458175305e-5,4.343653675210196e-5,25.435586166492246,4.2209356771161675,0.6450218889976465,0.4617039436840612
40830,4.899797263646644e-6,1.1226521596761907e-5,2.693264023936881e-5,4.4086831553703104e-5,25.72237250125279,4.257199293658652,0.649318509810902,0.45902341317659645
500,2.928526776537835e-4,0.001671210313840113,0.0024892019221476012,0.0025375141675199366,Inf,Inf,0.5033655684257167,0.9611401176676099
500,9.764306299801101e-5,8.057378958966216e-4,0.0026669218401843622,0.00320730142916165,Inf,Inf,0.9396458157489536,0.5277005636928987
500,2.843092612056092e-4,0.0016303029738006791,0.003066864389523246,0.002863005954460953,Inf,Inf,0.6562235313748678,0.6986928086662048
500,5.879121075914734e-4,0.0010230442498520703,0.0014738756018708998,0.0023148126215554246,26.93941472492863,4.695676762295448,0.815660433377428,0.4548875907734127
500,5.843309068813488e-4,0.001266061902797426,0.001703005584300324,0.0031294830301414767,Inf,6.320563406398342,0.5768306446035835,0.7067841084742186
500,1.0234677921829027e-4,9.126184074847721e-4,0.002877184643094298,0.003464100200155376,Inf,Inf,1.4516951425300784,0.37582972007851606
500,1.8974952110281662e-4,0.0012896345400238915,0.0027302097585390067,0.003319986679397948,Inf,Inf,0.8877442442051706,0.510544498075407
500,1.351145955810068e-4,0.0011170508377109506,0.002831404111844342,0.0030434000277157307,Inf,Inf,1.1827048706566508,0.40432120984640885
500,1.2828676573355124e-4,0.0010369998054363255,0.0025698081060156475,0.003521046806380917,Inf,Inf,1.182227646151038,0.4085915692395908
500,1.667149800955517e-4,0.0012346610457432128,0.0032714659954080454,0.0036623167513962582,Inf,Inf,0.7354392812039258,0.742935685389136
8000,2.884269790284083e-5,6.425454943283226e-5,1.5046138171398438e-4,2.1102820580591944e-4,22.230709723080206,4.102554781466009,0.6639429794729423,0.46150690877992
8000,2.755325689571264e-5,6.755028824709242e-5,1.4974169678399346e-4,1.8776986755247166e-4,31.719939491606507,4.38485627274334,0.5988827693048732,0.4926255732105652
8000,2.7070281760063764e-5,6.355461818702973e-5,1.3981242567276397e-4,1.9681184165844592e-4,23.27940977200644,4.174495331368807,0.6634019787906812,0.46004962509898134
8000,3.187924543784221e-5,7.158080142848078e-5,1.4866173700949642e-4,2.0555715885018852e-4,29.08099288492474,4.2605116083611145,0.6057381885995414,0.4907384861308208
8000,2.3171427812246348e-5,6.205996453502449e-5,1.5175661713228566e-4,2.2299743482160836e-4,27.959981660226315,4.366471012240874,0.6209530257427701,0.4802717889975457
8000,2.750386297985241e-5,6.493179857210846e-5,1.4546515555832057e-4,2.3424605804279325e-4,28.842341360118375,4.573139042106541,0.6772311376639786,0.44844001255220717
8000,2.8452588100032206e-5,6.233279768277228e-5,1.6045523689016405e-4,2.5682293449278554e-4,26.69103488891442,4.093703664347075,0.6040952048984369,0.4967561940237765
8000,2.543928690561248e-5,5.742611957249011e-5,1.2525816780669524e-4,2.0687766476716607e-4,22.7823334311743,4.074570307029886,0.665528796486908,0.4599331054751446
8000,3.718108253938923e-5,7.914980176115805e-5,1.4989103650690783e-4,2.2261341458277087e-4,29.96199324293189,4.141162801007629,0.5830148707689476,0.5094219804290852
8000,3.031676591797733e-5,6.369625219191516e-5,1.4338739830485614e-4,2.2620837100770577e-4,23.107342870241148,3.9179188765186455,0.6140747236706047,0.4923262699756004
