V1,voi_th1,voi_th2,voi_th3,voi_th4,voi_r1,voi_r2,voi_r3,voi_r4
1000,1.541957714389086e-4,5.862088833661697e-4,0.0012082058515085897,0.0017574401903913059,Inf,13.800768710690337,0.8632517084260171,0.4184901118740918
1000,1.9044835811918293e-4,5.498664123472011e-4,0.0012231860359298435,0.0015134223579525222,217.64426157432348,8.282133633330732,0.7550089134625917,0.44800109143286854
1000,3.624145395620601e-4,6.799111687303544e-4,9.558384249745214e-4,0.0016155288830326173,60.56865064314793,5.079503584352544,0.6361603191076369,0.5326108804199949
1000,2.737244756928006e-4,7.299047461448854e-4,0.0011784239507556526,0.0016612253386200926,Inf,9.545201865475141,0.7352784324857153,0.4626893160705191
1000,1.9195702521695307e-4,4.958041873921806e-4,9.583792415274114e-4,0.0014221850620113052,73.61670844788897,6.410585738993485,0.6939121776106818,0.4734995268831478
1000,2.8882506594959945e-4,5.363117424418487e-4,9.201938141663521e-4,0.0013849109508850196,22.350905948158122,4.0286526335958,0.6645170459377531,0.5126460637940086
1000,1.7859453591147212e-4,4.7159071387586904e-4,9.999280042101363e-4,0.0013606258523993359,91.77543905083797,8.217278169771491,0.8963907297765966,0.39714491331478124
1000,2.1516017483751843e-4,7.902838186598302e-4,0.0012779737149298948,0.0016261932573105875,387.6427981679326,10.49710585648803,0.6723105997737143,0.4967136877647315
1000,2.530564143310571e-4,4.8155981789124724e-4,0.0010291367428018894,0.0014278363349564671,38.296950098820886,4.943967082205713,0.7306848776751713,0.46420320560451606
1000,2.7453516415806845e-4,4.981373902039551e-4,9.353142541901963e-4,0.00111820052023099,28.665451901339534,4.759447963562853,0.7652343013520425,0.443322524222935
16000,1.555898556800106e-5,3.313800859676419e-5,7.311964874957139e-5,1.1198414611362367e-4,32.037008518238146,4.735194697566461,0.6832142887156306,0.43993595633164756
16000,1.225778469680222e-5,3.089056981062793e-5,7.752260788729953e-5,1.2070664590311739e-4,38.96141382085386,4.959655382199022,0.6429149758382324,0.4558094677802116
16000,1.0777089537943041e-5,2.6695719554090114e-5,6.52001707320965e-5,9.794298212956187e-5,27.43508071218342,4.429084624402683,0.6595492776735387,0.4537242768279154
16000,1.2024619487488453e-5,2.937258589878755e-5,7.309487586028285e-5,1.187988901243768e-4,31.08188668332091,4.767740703945086,0.6873518709881994,0.4380136540830854
16000,1.3099859558683702e-5,2.9551939932197235e-5,7.01304673748071e-5,1.1721654472020282e-4,26.945258003325026,4.38275218264634,0.6639550391080683,0.45274855911327827
16000,1.3006626977229985e-5,3.143462485097337e-5,7.196143949735057e-5,1.0326587101234727e-4,23.80638588911582,4.136510486420193,0.6480162477439322,0.4641624271603349
16000,1.064884117632503e-5,2.73704254880186e-5,6.271117082196076e-5,9.830202798898069e-5,28.430234911004263,4.576651249018287,0.6765481597911648,0.4442402574756224
16000,1.4416202406275502e-5,3.267357074792504e-5,7.75734009351714e-5,1.1864330279751784e-4,33.705024219134366,4.687554935259685,0.6434226561703494,0.458661307084042
16000,1.3526608082375935e-5,3.069519376705521e-5,6.747894205567234e-5,1.0564139302145573e-4,30.09651461456884,4.597604906349121,0.6729944378094744,0.44552167174118673
16000,1.1847767121812847e-5,2.753656174985658e-5,6.764908771168116e-5,1.0558827883328653e-4,25.350028020645457,4.162757337463176,0.63317748519729,0.47132101271991245
2000,1.3381031556139455e-4,2.196564303030904e-4,5.130831057983745e-4,7.800715579093578e-4,42.1670003345574,5.159554793216654,0.7333663453683019,0.4413766428842901
2000,1.249240547413072e-4,2.7082667394987686e-4,4.8611833134794974e-4,6.885360275075726e-4,36.415714697739354,5.520400505704226,0.789419330276726,0.41639631226041035
2000,2.107797428553687e-4,3.7023358717277327e-4,6.33153586347461e-4,0.0010140923251725463,30.64426329660217,4.383860681499144,0.6757612736875228,0.48118615702012935
2000,1.5324174161156223e-4,3.563840285888409e-4,6.805262228668126e-4,9.981259857343022e-4,60.519624228942924,5.042243738779253,0.579196733974314,0.5481322658983732
2000,1.190330850681931e-4,2.6177901221260264e-4,6.613408828998954e-4,9.137637527933534e-4,52.88027427904015,5.615292002889558,0.7139290041151332,0.44681276615400467
2000,1.14363772045184e-4,2.9289186866993805e-4,5.896787864214936e-4,9.158040794830236e-4,160.38110802447014,8.755587609304923,0.8327784414158897,0.3992492779802178
2000,1.222922122977657e-4,3.6871062838039065e-4,6.767417139378999e-4,0.00102482263013225,195.5481019377906,7.227729170575289,0.595153738154401,0.5204988083873053
2000,1.749662318820816e-4,2.5832735500030957e-4,5.16011828231723e-4,8.189766226009837e-4,18.56648825167843,3.876443821101414,0.7100424722393205,0.46509631758800063
2000,2.331724359835169e-4,4.22832365703521e-4,7.390936188282939e-4,9.457729189476637e-4,54.202560188858904,4.398920977513655,0.5450774102768275,0.599250859308062
